"Subject"	"Cond"	"Exper"	"Inifile"	"Date"	"Time"	"Age"	"Attr_01_fem"	"Attr_01_mas"	"Attr_02_fem"	"Attr_02_mas"	"Attr_03_fem"	"Attr_03_mas"	"Attr_04_fem"	"Attr_04_mas"	"Attr_05_fem"	"Attr_05_mas"	"Attr_06_fem"	"Attr_06_mas"	"Attr_07_fem"	"Attr_07_mas"	"Attr_08_fem"	"Attr_08_mas"	"Attr_09_fem"	"Attr_09_mas"	"Attr_10_fem"	"Attr_10_mas"	"Attr_11_fem"	"Attr_11_mas"	"Attr_12_fem"	"Attr_12_mas"	"Debrief01"	"Debrief02"	"Debrief03"	"Debrief04"	"Formid_01_fem"	"Formid_01_mas"	"Formid_02_fem"	"Formid_02_mas"	"Formid_03_fem"	"Formid_03_mas"	"Formid_04_fem"	"Formid_04_mas"	"Formid_05_fem"	"Formid_05_mas"	"Formid_06_fem"	"Formid_06_mas"	"Formid_07_fem"	"Formid_07_mas"	"Formid_08_fem"	"Formid_08_mas"	"Formid_09_fem"	"Formid_09_mas"	"Formid_10_fem"	"Formid_10_mas"	"Formid_11_fem"	"Formid_11_mas"	"Formid_12_fem"	"Formid_12_mas"	"Health_01_fem"	"Health_01_mas"	"Health_02_fem"	"Health_02_mas"	"Health_03_fem"	"Health_03_mas"	"Health_04_fem"	"Health_04_mas"	"Health_05_fem"	"Health_05_mas"	"Health_06_fem"	"Health_06_mas"	"Health_07_fem"	"Health_07_mas"	"Health_08_fem"	"Health_08_mas"	"Health_09_fem"	"Health_09_mas"	"Health_10_fem"	"Health_10_mas"	"Health_11_fem"	"Health_11_mas"	"Health_12_fem"	"Health_12_mas"	"Instr"	"MateValue_Body"	"MateValue_Face"	"Mate_Pair01"	"Mate_Pair02"	"Mate_Pair03"	"Mate_Pair04"	"Mate_Pair05"	"Mate_Pair06"	"Mate_Pair07"	"Mate_Pair08"	"Mate_Pair09"	"Mate_Pair10"	"Mate_Pair11"	"Mate_Pair12"	"PP01"	"PP02"	"PP03"	"PP04"	"PP05"	"PP06"	"PP07"	"PP08"	"PP09"	"PP10"	"PP11"	"PP12"	"PP13"	"PP14"	"PP15"	"PP16"	"PP17"	"PP18"	"PPVAS1"	"PPVAS2"	"RS01"	"RS02"	"RS03"	"RS04"	"RS05"	"RS06"	"RS07"	"RS08"	"RS09"	"RS10"	"RS11"	"RS12"	"RS13"	"RS14"	"RS15"	"RS16"	"RSVAS1"	"RSVAS2"	"Rating_Instr"	"Recog_01"	"Recog_02"	"Recog_03"	"Recog_04"	"Recog_05"	"Recog_06"	"Recog_07"	"Recog_08"	"Recog_09"	"Recog_10"	"Recog_11"	"Recog_12"	"RelationshipStatus"	"SPVAS1"	"SPVAS2"	"SexOrient"	"VIS01"	"VIS02"	"VIS03"	"tAttr_01_fem"	"tAttr_01_mas"	"tAttr_02_fem"	"tAttr_02_mas"	"tAttr_03_fem"	"tAttr_03_mas"	"tAttr_04_fem"	"tAttr_04_mas"	"tAttr_05_fem"	"tAttr_05_mas"	"tAttr_06_fem"	"tAttr_06_mas"	"tAttr_07_fem"	"tAttr_07_mas"	"tAttr_08_fem"	"tAttr_08_mas"	"tAttr_09_fem"	"tAttr_09_mas"	"tAttr_10_fem"	"tAttr_10_mas"	"tAttr_11_fem"	"tAttr_11_mas"	"tAttr_12_fem"	"tAttr_12_mas"	"tFormid_01_fem"	"tFormid_01_mas"	"tFormid_02_fem"	"tFormid_02_mas"	"tFormid_03_fem"	"tFormid_03_mas"	"tFormid_04_fem"	"tFormid_04_mas"	"tFormid_05_fem"	"tFormid_05_mas"	"tFormid_06_fem"	"tFormid_06_mas"	"tFormid_07_fem"	"tFormid_07_mas"	"tFormid_08_fem"	"tFormid_08_mas"	"tFormid_09_fem"	"tFormid_09_mas"	"tFormid_10_fem"	"tFormid_10_mas"	"tFormid_11_fem"	"tFormid_11_mas"	"tFormid_12_fem"	"tFormid_12_mas"	"tHealth_01_fem"	"tHealth_01_mas"	"tHealth_02_fem"	"tHealth_02_mas"	"tHealth_03_fem"	"tHealth_03_mas"	"tHealth_04_fem"	"tHealth_04_mas"	"tHealth_05_fem"	"tHealth_05_mas"	"tHealth_06_fem"	"tHealth_06_mas"	"tHealth_07_fem"	"tHealth_07_mas"	"tHealth_08_fem"	"tHealth_08_mas"	"tHealth_09_fem"	"tHealth_09_mas"	"tHealth_10_fem"	"tHealth_10_mas"	"tHealth_11_fem"	"tHealth_11_mas"	"tHealth_12_fem"	"tHealth_12_mas"	"tMate_Pair01"	"tMate_Pair02"	"tMate_Pair03"	"tMate_Pair04"	"tMate_Pair05"	"tMate_Pair06"	"tMate_Pair07"	"tMate_Pair08"	"tMate_Pair09"	"tMate_Pair10"	"tMate_Pair11"	"tMate_Pair12"	"tPP01"	"tPP02"	"tPP03"	"tPP04"	"tPP05"	"tPP06"	"tPP07"	"tPP08"	"tPP09"	"tPP10"	"tPP11"	"tPP12"	"tPP13"	"tPP14"	"tPP15"	"tPP16"	"tPP17"	"tPP18"	"tRS01"	"tRS02"	"tRS03"	"tRS04"	"tRS05"	"tRS06"	"tRS07"	"tRS08"	"tRS09"	"tRS10"	"tRS11"	"tRS12"	"tRS13"	"tRS14"	"tRS15"	"tRS16"	"tRecog_01"	"tRecog_02"	"tRecog_03"	"tRecog_04"	"tRecog_05"	"tRecog_06"	"tRecog_07"	"tRecog_08"	"tRecog_09"	"tRecog_10"	"tRecog_11"	"tRecog_12"	"tVIS01"	"tVIS02"
231	3	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"24.05.2019"	"16:30:40"	"25"	1	1	4	4	4	4	2	2	2	2	2	2	3	2	4	2	2	2	2	3	2	2	1	2	"ok"	"ok"	"ok"	"ok"	3	3	6	6	3	3	5	5	3	3	3	4	5	6	5	5	3	3	4	5	4	5	4	4	3	4	4	4	4	4	3	3	3	3	4	4	4	4	3	3	4	4	3	3	4	4	3	4	"ok"	6	5	1	1	2	2	2	1	1	2	2	2	1	2	5	3	5	3	3	4	3	3	3	3	3	4	3	3	5	4	3	3	1	2	5	3	5	4	4	5	5	5	5	5	1	4	5	5	5	4	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	4	5	3	3285	2320	16303	2010	4545	3178	2463	1550	1462	6153	1940	1275	11115	1922	6037	1661	1102	3370	1490	2922	1767	988	1938	3210	2642	1235	1437	5381	2725	1452	1952	3223	1815	1397	2605	2468	1667	2060	1272	1690	4660	952	1952	2708	2632	3042	4215	4038	1002	6430	3133	6283	5095	1360	1195	3223	2160	1632	4128	2662	1725	725	2315	3827	2430	2877	1527	2723	2407	6780	935	3820	6163	5027	8273	4695	2795	5138	9950	23548	4207	6730	14501	5520	5392	4845	3732	6426	14378	5205	3187	5845	8471	7453	7303	8065	15176	3905	9235	5640	5718	11243	7192	6373	5923	7938	6087	3632	8195	3293	3147	5952	7730	9720	8073	3398	2967	5882	1175	1282	2612	1565	7155	1025	1920	1560	1110	1720	1572	2370	4928	4588
233	5	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"27.05.2019"	"11:34:22"	"21"	1	1	2	2	3	2	1	1	2	2	1	1	1	1	3	3	5	6	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	3	2	5	4	4	4	3	5	4	3	3	4	3	3	3	3	3	3	4	4	2	2	3	4	3	3	3	3	6	6	3	2	3	4	2	3	3	5	4	4	6	5	3	3	3	6	3	4	"ok"	5	5	1	1	1	1	1	1	2	2	2	1	1	1	6	3	5	4	3	3	2	2	4	2	2	2	3	5	4	4	4	2	99	99	4	5	2	5	3	5	4	5	2	3	3	4	5	5	5	3	2	1	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	4	5	4	2308	656	749	4087	1981	1216	577	811	1326	1202	1748	655	811	686	1060	1544	2028	1685	952	1155	982	1138	1217	608	1638	1576	2277	1248	811	1622	1310	2995	5382	1763	5382	1248	3666	1466	1342	2246	1060	1841	1545	2106	1357	1560	968	1997	1966	2090	1294	2215	1653	1436	3463	1342	2044	1825	1716	2028	1279	2075	1466	1373	2184	1591	3744	4321	1310	5445	1701	3572	3744	10717	4899	8174	4633	2949	4602	3183	6115	7815	5507	4009	3697	3868	3198	4321	8190	2605	2917	2324	5382	5507	3011	3026	5585	6318	10140	6069	5117	3869	8876	5647	7863	4446	3744	2558	7737	3307	5241	4103	2871	4290	7863	3525	2464	5616	1029	1108	2917	983	1217	1045	1294	2402	1123	1092	1295	1201	4446	5241
234	6	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"28.05.2019"	"11:23:42"	"22"	1	1	2	2	2	3	1	1	1	1	1	1	1	2	1	2	5	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	3	4	4	5	3	5	3	4	3	2	2	3	5	5	4	5	5	5	4	5	3	3	2	4	4	3	4	5	6	6	4	4	3	3	5	4	5	5	5	3	6	5	3	3	3	3	4	5	"ok"	4	5	2	2	2	2	2	2	1	2	2	1	1	2	5	3	7	7	6	2	2	3	1	7	1	2	4	3	5	5	6	4	99	99	3	6	1	7	3	6	4	7	3	2	3	2	6	5	5	1	1	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	3	5	4	2368	700	3880	2222	3470	4073	1473	4400	2810	1861	1208	1170	835	4615	3435	11640	3702	4195	1300	1397	1525	3762	890	127	3055	3688	1537	3327	1685	1442	1902	1813	685	2525	2158	2500	2670	1918	3047	10057	4203	6370	1485	5758	2728	2113	1492	1440	4590	2430	2487	3676	4150	3955	2283	4853	2925	2445	3145	5757	5380	1590	1830	1880	2768	6238	5367	1020	2502	818	1690	2095	4427	6817	2803	10896	5270	4478	8018	10727	7132	5097	2778	4068	5098	3770	2333	4385	5487	4057	2393	4510	3198	9458	5070	6010	16830	6393	5390	2882	6717	12248	16143	7692	7301	3893	3005	3525	6790	3492	4227	4255	12260	5052	3372	4605	2578	6550	1220	1342	1473	1765	967	2067	1367	2560	1755	580	772	1187	5257	2290
237	4	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"28.05.2019"	"12:35:20"	"23"	2	2	2	2	5	4	2	2	2	4	2	2	1	1	3	3	5	6	2	3	2	2	2	2	"ok"	"ok"	"ok"	"ok"	4	5	5	6	5	5	5	6	5	4	4	5	6	5	5	4	4	3	6	6	4	6	4	5	4	3	5	5	6	6	3	5	6	6	5	5	5	5	6	6	6	6	4	3	4	4	5	5	"ok"	5	4	2	1	1	2	2	2	1	1	1	1	1	1	4	3	6	6	2	3	3	5	4	4	3	4	3	6	4	5	3	2	1	2	6	4	2	6	3	6	6	7	7	6	2	5	6	7	6	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	4	6	5	3505	1620	1732	1732	2715	4795	3425	2008	1595	3097	1462	2048	1550	2965	2058	2272	3048	2560	1917	2022	2397	5503	7755	3218	3550	3717	1870	1950	4760	10028	4325	3053	2637	6393	2710	4172	1747	3022	3790	4363	2638	1878	5085	2185	3860	3747	9380	1828	2147	2165	14760	1428	2725	1230	2390	2480	2030	1240	11913	2475	5960	2908	2720	2130	1708	4468	2987	2253	5225	3977	1450	1303	7692	2750	32155	7135	15557	3458	8232	14243	2285	15110	4380	8020	9303	5220	2897	3465	5088	3192	3942	2422	4910	8595	3930	3545	3352	3993	4032	3452	6078	5695	4420	3980	5903	3782	2838	2115	4870	2250	2268	2885	3438	2303	2737	2772	2498	3205	3478	1332	2570	835	2185	1145	2460	1110	1455	815	2043	1687	3277	2405
238	1	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"28.05.2019"	"14:13:03"	"21"	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	3	4	3	5	2	3	4	5	2	2	3	3	2	5	2	3	3	3	3	4	2	3	3	4	4	4	4	4	4	4	4	3	3	3	4	4	2	2	4	4	5	5	3	2	4	4	4	4	"ok"	6	5	1	1	1	1	1	1	1	1	2	2	1	2	3	3	4	3	2	3	2	5	2	2	2	3	3	5	2	4	5	6	99	99	5	6	2	6	4	5	5	5	5	5	4	3	5	6	6	5	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	3	5	5	3	1475	945	855	2520	1160	3485	3430	1068	3098	1438	1241	1350	1137	1055	2732	1213	4288	6458	1668	1923	2647	877	872	1060	1930	2995	3355	2595	2413	4038	3505	1767	1832	7160	1402	1808	3165	3653	2405	2092	5375	4628	2772	2127	4323	2363	7067	2015	2010	4392	5063	2442	2870	2277	2760	2843	2610	1898	2395	1090	1585	4715	1930	4390	1395	5482	1587	2680	2215	1670	5432	1990	5248	3015	4682	4227	5537	3063	8187	7602	4508	11865	4938	15851	8348	6328	2563	5932	5595	4995	2900	3945	3685	6946	3540	4430	5793	5243	4658	5733	4952	6335	8005	4220	8861	4882	5600	2365	5285	4560	4303	6800	5945	3108	3163	3578	1560	6390	1155	3478	1025	3380	1238	795	2105	1395	1245	1600	928	1085	6601	4422
240	2	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"29.05.2019"	"13:14:59"	"22"	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	3	1	4	4	2	3	2	1	4	3	3	3	3	2	1	1	3	3	3	1	1	2	1	2	3	4	4	4	4	4	4	4	5	4	3	3	3	3	4	4	4	4	4	4	4	3	4	3	"ok"	6	5	1	1	1	2	1	1	2	2	2	2	2	2	7	4	5	7	1	4	2	7	5	4	4	1	3	7	3	2	7	2	99	99	7	6	5	7	7	7	6	7	7	7	2	2	7	7	7	4	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	5	5	1	1280	874	2184	1622	2106	1294	733	1981	578	1529	1279	749	749	686	2823	640	1217	2340	2636	920	1046	1248	1154	1154	1295	1372	1981	1419	1279	905	1888	1326	1732	1716	718	1373	2621	1591	982	1139	1919	1357	1373	983	1997	749	2059	983	1420	1997	1810	1029	1528	904	1029	905	1420	2636	1389	3868	1233	2418	1701	1779	2996	1342	998	936	4461	2871	1170	827	2590	2854	2964	3385	2371	2636	2168	2449	2948	7348	9328	5429	2839	4212	7847	3760	4305	3994	2621	5522	6178	3729	3120	3510	6209	4056	3713	4992	4492	6552	3291	6162	11591	3151	3510	2184	5336	2309	2636	2558	8346	4992	3978	2418	2995	4102	671	718	733	515	2028	546	686	608	1544	499	531	593	4602	3729
245	6	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"29.05.2019"	"15:21:24"	"19"	1	1	1	2	2	3	1	1	1	1	1	1	2	1	2	1	3	2	1	1	1	1	2	1	"ok"	"ok"	"ok"	"ok"	2	2	3	5	3	4	3	4	2	2	3	4	3	4	2	4	2	2	3	4	3	3	2	3	3	4	3	3	5	4	2	2	2	3	2	3	3	2	4	3	4	3	2	2	4	4	4	4	"ok"	4	5	1	2	1	2	2	2	2	2	1	2	2	2	7	3	6	6	7	2	4	1	5	6	3	2	6	7	4	6	4	1	99	99	7	2	2	6	4	7	5	6	6	7	1	2	5	7	7	1	2	2	"ok"	2	2	2	2	2	2	2	2	1	2	2	2	2	99	99	1	4	6	5	1616	1167	1365	2280	1395	1907	2705	1663	980	908	2357	1160	4150	2650	2582	4083	1992	2348	1372	987	3475	938	993	1127	3063	1840	1487	2165	6558	2342	1602	2353	1860	5980	2102	2218	2198	2275	3795	4423	1902	6225	4313	1630	1925	4156	2450	1587	1893	1867	5530	1415	1756	2188	1475	1530	1058	1398	1417	1910	2450	1273	1855	3068	1875	2842	3250	2252	1925	1895	3372	1685	2423	2337	4548	2997	2492	3930	5382	10175	3558	8896	3403	2513	5327	5498	2913	4135	6817	3087	2542	19398	3862	6355	3878	3720	5360	4573	3518	3495	4260	6760	5890	6941	7508	4045	3645	3928	12781	2492	2452	4645	4385	4757	10218	4975	2660	4210	600	677	1530	590	2685	907	1460	795	3795	597	2197	765	5510	3225
246	2	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"29.05.2019"	"16:15:22"	"20"	2	2	2	3	3	3	1	1	1	2	1	1	1	1	4	3	5	5	1	1	1	2	1	1	"ok"	"ok"	"ok"	"ok"	2	2	5	4	3	4	3	3	3	2	4	5	5	4	3	3	2	2	4	5	4	4	5	5	4	4	2	2	4	5	1	1	3	3	4	3	3	4	5	6	5	4	1	1	3	3	3	2	"ok"	5	5	1	2	1	2	2	1	2	1	1	1	1	1	7	5	6	7	4	2	1	3	1	2	1	5	1	2	4	2	3	5	99	99	5	3	2	5	1	6	5	7	5	6	1	2	6	7	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	5	5	1	2590	3270	2695	4150	3332	2067	3797	4680	1597	2258	4191	1180	5118	2397	2473	3507	5913	4208	1903	3155	6060	4237	2760	1265	3398	1322	1705	2878	3530	2827	5483	2408	4120	3638	7960	4765	8703	2695	3453	1685	1915	2918	6622	2897	3398	2040	7707	2090	2150	2038	6642	1532	2682	4095	1550	1367	1630	3310	4698	1333	2833	3495	3068	4863	3542	3852	1933	1552	4725	1692	4600	1822	17523	4572	12525	17648	3258	10680	8865	8258	5266	10008	7575	3343	5765	8295	3715	7805	8835	3212	2770	6155	3403	9078	3088	5650	9247	3720	11693	5377	7152	7995	7843	6645	10525	4406	5547	4417	7687	1975	6558	7078	6253	3990	5245	2870	3307	5842	2870	1790	2385	3458	3213	1945	1521	3070	4932	1493	1983	1402	12262	5428
105	4	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"19.04.2019"	"14:49:57"	"21"	3	2	5	6	5	5	1	1	6	5	2	1	1	1	2	2	7	7	1	3	2	1	1	1	"ok"	"ok"	"ok"	"ok"	5	6	6	7	5	5	3	6	3	4	4	4	4	5	3	4	4	5	6	7	3	3	4	4	6	7	6	4	5	6	5	2	3	3	5	6	3	2	4	5	6	6	6	3	5	3	5	5	"ok"	5	6	1	2	1	2	2	2	2	2	1	2	1	2	7	3	7	6	6	2	4	3	1	2	2	3	5	2	6	6	2	1	1	2	7	6	4	7	5	6	6	7	7	5	1	2	7	7	7	1	99	99	"ok"	2	2	2	2	2	1	2	2	2	2	2	2	1	99	99	3	5	5	5	1383	1800	1862	1503	1967	1550	935	1528	1510	1655	1457	1223	1950	880	1535	3367	1410	2005	1713	1855	1070	865	1882	2880	1615	2080	1887	2215	1557	1592	1350	1965	1777	1945	1695	1680	1782	2425	7483	2032	1955	2023	1608	1800	2297	2887	1485	1815	2698	3510	1430	2305	1015	1752	1955	1690	2217	4087	1462	4527	1815	1680	1828	5705	2630	4287	1745	6007	2570	1608	2328	2648	4840	2942	5395	4955	7355	8102	12632	2648	6595	3192	3903	3925	3415	3925	2502	5778	6136	3997	3073	3657	4185	6640	3355	5746	8440	7397	4130	2603	4737	7498	5363	4307	6090	3912	2578	3890	3570	2283	2410	8242	4875	3882	3625	3403	11850	3483	732	1802	2157	2448	2821	6865	1070	887	1767	822	2420	1793	4513	4970
107	5	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"30.04.2019"	"11:37:53"	"22"	1	1	3	3	4	2	1	1	1	1	1	1	1	2	1	2	6	5	1	1	2	1	1	1	"ok"	"ok"	"ok"	"ok"	2	3	5	5	5	4	4	6	1	2	2	3	5	6	2	1	5	4	2	5	1	2	3	4	3	3	5	6	5	5	3	5	3	3	3	5	3	2	4	3	7	6	3	4	4	5	2	3	"ok"	5	5	1	1	2	1	2	1	1	1	1	2	2	2	6	7	7	5	1	7	2	7	1	1	7	6	1	2	3	1	1	3	99	99	3	5	2	7	1	7	7	7	4	2	1	1	7	7	7	7	2	1	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	3	3	7	5	1650	1298	5853	1920	2830	1645	1280	1725	1168	2153	2048	2590	2103	2520	2350	8277	4575	7037	1113	1078	2393	2920	880	1175	2598	3277	1417	2207	1902	2527	3285	2128	2895	4918	2942	2737	4320	3758	2072	1935	1982	2153	2000	2927	3337	2205	6000	2703	3375	1512	2447	3320	2847	1430	2102	2703	1657	3823	1943	3437	2295	4848	3647	1512	1622	2895	3736	2218	5020	3750	5672	2513	3975	3500	10280	7988	14653	5217	4582	5797	4950	14845	6035	4477	10937	2592	2210	3395	5860	2377	3891	3402	3985	8658	3987	3900	9756	6440	5635	4625	5817	11153	8293	9082	9378	4705	3170	3025	7352	1930	3865	5771	4570	5035	4475	4690	7505	6666	1788	2186	2950	3408	1615	1913	2022	1778	3922	2073	1880	1855	4490	3130
110	2	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"30.04.2019"	"14:13:44"	"22"	1	1	2	2	3	3	3	1	3	1	1	2	1	1	2	1	4	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	3	3	6	6	5	4	4	6	3	5	4	5	5	5	2	3	3	4	4	6	2	3	1	3	3	3	2	5	3	6	2	2	2	2	4	4	5	4	2	6	3	2	1	2	3	4	3	5	"ok"	2	5	2	2	1	2	1	2	2	2	1	1	1	1	7	5	5	7	1	1	1	2	2	7	1	1	1	4	4	3	1	5	99	99	6	6	3	7	1	7	6	6	6	4	1	1	7	5	4	5	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	3	1	2305	1203	1703	2933	3513	1100	2087	3287	1465	1855	1905	1207	952	1418	1280	2435	1940	1431	958	1862	712	750	1047	1337	1878	2070	1615	2670	1520	2927	1327	1360	2535	1680	1680	2542	2422	1670	1337	2895	1413	1847	2893	1677	1567	2807	2065	1488	1553	815	2142	4520	1945	3445	1758	1465	1770	1455	2815	1667	1703	3015	1855	1968	1543	2102	1640	2663	2760	3240	2632	1705	8155	4432	2493	1580	4133	1950	7568	2762	4570	3867	3502	2670	3508	5992	3355	4706	8195	4345	2220	4770	3450	6170	3771	3460	5180	3883	2300	4610	5225	6253	4883	4602	7218	3737	3228	3177	6643	2130	1923	5312	5843	3577	5163	3858	3697	4970	2120	655	1102	840	592	3957	1462	732	1120	2015	1385	1215	6940	3602
113	3	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"30.04.2019"	"14:46:36"	"19"	1	1	3	3	3	3	1	1	1	1	1	1	1	1	1	1	3	3	2	1	3	2	2	1	"ok"	"ok"	"ok"	"ok"	3	3	5	4	5	5	3	3	3	3	3	3	4	3	3	4	4	5	4	3	3	5	4	3	6	5	5	6	6	6	5	3	6	5	6	6	6	4	4	4	7	5	4	6	7	6	6	5	"ok"	4	3	1	2	2	2	1	1	1	2	1	1	1	2	7	4	5	6	5	2	4	4	5	6	4	2	4	6	2	4	3	3	1	2	5	6	3	7	2	7	5	7	4	4	1	1	7	7	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	2	5	2	1488	1877	2833	2062	1550	1310	720	1582	685	2943	653	790	750	1143	797	2470	4180	3975	1473	2393	1738	1342	1163	1378	2240	1455	1905	3033	1650	1360	3265	1448	992	3660	1620	1390	805	1262	2103	3816	1943	8230	1185	4117	1150	2095	2040	2375	7031	1918	5275	2765	1655	2687	2388	4750	2353	3840	2312	2640	4640	2178	4850	3263	5985	2170	3127	3823	2900	2455	7708	2760	4342	1718	5263	8790	3557	6073	4065	10478	6048	6528	4751	2280	4820	3322	3233	5420	5680	3443	3722	4102	4828	4785	3522	3618	4337	5066	4147	3513	6050	14435	7595	8490	8050	4755	3793	4067	10185	2395	7258	5098	3985	3985	4018	5977	2843	4730	3205	1707	1415	1620	605	760	832	808	3128	825	1127	1450	4420	2403
114	1	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"30.04.2019"	"15:18:34"	"21"	3	4	4	4	6	5	3	3	4	4	3	3	3	3	3	4	5	5	3	3	3	3	3	3	"ok"	"ok"	"ok"	"ok"	3	3	3	4	5	6	4	4	4	5	3	4	5	6	3	5	5	5	5	6	4	4	3	4	3	4	2	3	6	4	3	3	5	5	5	6	5	5	4	4	7	6	3	3	4	4	5	4	"ok"	3	4	2	1	1	1	2	1	1	1	2	2	1	1	4	2	6	2	5	2	2	2	2	1	2	4	3	1	5	4	3	2	99	99	6	5	3	5	5	5	5	4	3	4	2	4	6	6	6	4	99	99	"ok"	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	5	6	3	2207	3022	2935	1463	4412	2135	1473	3263	2175	1897	2215	3288	1145	1455	2268	1318	1737	1750	912	1422	1832	1600	1960	3650	1895	3255	1310	1670	3080	2553	3920	883	3032	1318	1927	2055	1717	1337	1443	1367	1918	1455	2247	1592	1008	1188	3175	3222	2728	3503	3792	2120	1672	2880	3312	1935	1975	1888	2820	3832	4478	1662	1950	1718	3228	2262	1583	3310	1447	2950	1370	2775	5335	6360	11830	2633	3310	5575	9241	2418	6162	4033	9313	11120	7475	2970	3426	4352	5675	2043	2312	3458	3210	5282	3083	3090	7210	3835	3700	3155	3915	5993	4412	4097	6883	5257	3100	3568	6908	2130	3170	4290	2290	3337	3938	4082	2410	7953	1047	7703	1182	1390	1943	1305	3053	2095	1250	1305	1888	1520	3043	1920
117	4	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"30.04.2019"	"16:35:36"	"21"	2	1	5	6	5	5	1	1	4	3	2	3	2	2	2	3	6	6	2	2	3	3	1	1	"ok"	"ok"	"ok"	"ok"	4	6	6	7	6	6	4	7	3	5	5	5	4	6	4	6	3	4	5	5	5	6	2	3	5	5	3	3	3	3	4	4	3	4	6	7	6	6	6	5	4	5	5	4	5	6	3	4	"ok"	2	5	2	2	1	2	1	1	2	1	1	2	2	2	5	4	6	4	3	3	2	4	2	2	2	3	3	5	2	4	4	5	1	2	5	5	3	6	3	7	6	6	5	4	2	2	5	5	6	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	4	7	5	2577	1845	2783	1655	4422	3535	2313	872	2137	13800	6440	1688	2087	2110	1225	3695	5580	4000	1793	1590	3113	3672	855	4233	2350	2502	1598	3552	2543	1830	3105	3575	1622	2680	3415	8048	3750	1862	2935	2663	6662	7015	2583	4255	1903	4620	2727	1785	2550	8416	2088	2487	4247	5220	5463	4017	1918	9063	3025	3237	2153	2142	2177	4175	2920	3763	2183	1943	2270	14270	3702	1870	11888	5200	9855	14473	9470	7376	4633	8097	12243	5311	30488	8312	5547	4505	3527	5515	7963	5025	4868	4512	5883	12265	4962	7978	8060	7137	5491	4072	6098	9530	12053	5948	8963	5235	4752	4953	5802	5418	12722	7145	8795	4033	6697	11553	4515	6160	1192	2358	9591	2742	2637	1010	3342	1935	2240	983	2995	1222	36228	8185
